id,title,preacher,datetime,mp3,ytube_id,scloud,fire_hard,location,transcript,format,created_at,updated_at,slug,dl_count
1600,"Read the Bible!","Pastor Anderson","2008-05-18 17:30:00",,UW53Fa0G07c,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.804860","2017-04-15 21:58:13.188677",read-the-bible,0
1601,"The Virtuous Woman","Pastor Anderson","2008-05-11 17:30:00",,w3ke98LKS4c,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.828911","2017-04-15 21:58:13.204281",the-virtuous-woman,0
1602,"Staying Within the Bounds","Pastor Anderson","2008-05-04 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.853225","2017-04-15 21:58:13.221096",staying-within-the-bounds,0
1603,"Preaching the Gospel to Every Village","Pastor Anderson","2008-04-27 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.876832","2017-04-15 21:58:13.236439",preaching-the-gospel-to-every-village,0
1604,"The Power of the Tongue","Pastor Anderson","2008-04-20 17:30:00",,rtB4PvBYHeo,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.895179","2017-04-15 21:58:13.252845",the-power-of-the-tongue,0
1605,"Where There is No Vision","Pastor Anderson","2008-04-13 17:30:00",,hb1a_3f6xDk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.921462","2017-04-15 21:58:13.268962",where-there-is-no-vision,0
1606,"Whom Do Men Say That I Am?","Pastor Anderson","2008-04-06 17:30:00",,trjzGxSs910,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.945931","2017-04-15 21:58:13.284984",whom-do-men-say-that-i-am-b92f057b-2697-4d54-89f4-e7a83dbec8b0,0
1607,"Taking FWBC to the Next Level","Pastor Anderson","2008-03-30 17:30:00",,zySGsNC9Z7c,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.971710","2017-04-15 21:58:13.309999",taking-fwbc-to-the-next-level,0
1608,"What Do Ye More Than Others?","Pastor Anderson","2008-03-23 17:30:00",,KZcwMLHqGsM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.995274","2017-04-15 21:58:13.327597",what-do-ye-more-than-others,0
1609,"The Joys of Heaven","Pastor Anderson","2008-03-16 17:30:00",,5EGLQNTRRa4,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.019653","2017-04-15 21:58:13.348313",the-joys-of-heaven,0
1610,"Preaching the Gospel to Every Nation","Pastor Anderson","2008-03-09 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.037044","2017-04-15 21:58:13.365674",preaching-the-gospel-to-every-nation,0
1611,"Ears Dull of Hearing","Bro Jason Hemsted","2008-03-02 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.063855","2017-04-15 21:58:13.383985",ears-dull-of-hearing,0
1612,"The Sin of Doing Nothing","Pastor Anderson","2008-02-24 17:30:00",,ReX6tgnrWwM,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.090259","2017-04-15 21:58:13.404129",the-sin-of-doing-nothing,0
1613,"Purge Out the Leaven","Pastor Anderson","2008-02-17 17:30:00",,pO2-8_XbQ7M,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.115396","2017-04-15 21:58:13.421258",purge-out-the-leaven,0
1614,"Be Ready","Pastor Anderson","2008-02-10 17:30:00",,J_1GajVDLZE,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.140628","2017-04-15 21:58:13.437112",be-ready,0
1615,"Liberty in the United States-Part 1","Pastor Anderson","2008-02-03 17:30:00",,,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.170426","2017-04-15 21:58:13.456180",liberty-in-the-united-states-part-1,0
1616,Priorities,"Pastor Anderson","2008-01-27 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.200433","2017-04-15 21:58:13.472778",priorities,0
1617,"The Old-fashioned Way","Pastor Anderson","2008-01-20 17:30:00",,A_Lv4mjA_OE,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.226126","2017-04-15 21:58:13.488149",the-old-fashioned-way,0
1618,"The Two-Headed Monster","Pastor Anderson","2008-01-13 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.254946","2017-04-15 21:58:13.505365",the-two-headed-monster,0
1619,Idleness,"Pastor Anderson","2008-01-06 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.284922","2017-04-15 21:58:13.521048",idleness,0
1620,"A New Start in the New Year","Pastor Anderson","2007-12-30 17:30:00",,TeiXHkJMAEg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.312393","2017-04-15 21:58:13.541246",a-new-start-in-the-new-year,0
1621,"How to Love Jesus","Pastor Anderson","2007-12-23 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.338059","2017-04-15 21:58:13.559870",how-to-love-jesus,0
1622,"The Faith of Abraham","Pastor Anderson","2007-12-16 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.361179","2017-04-15 21:58:13.576839",the-faith-of-abraham,0
1623,"Thou Hast Destroyed Thyself","Pastor Anderson","2007-12-09 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.413623","2017-04-15 21:58:13.592267",thou-hast-destroyed-thyself,0
1624,Unselfishness,"Pastor Anderson","2007-12-02 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.434725","2017-04-15 21:58:13.608091",unselfishness,0
1625,Emotionalism,"Pastor Anderson","2007-11-25 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.459475","2017-04-15 21:58:13.624880",emotionalism,0
1626,Thanksgiving,"Pastor Anderson","2007-11-18 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.489029","2017-04-15 21:58:13.640353",thanksgiving,0
1627,Circumcision,"Pastor Anderson","2007-11-11 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.509541","2017-04-15 21:58:13.655694",circumcision,0
1628,"Princes Walking as Servants","Pastor Anderson","2007-11-04 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.537755","2017-04-15 21:58:13.672636",princes-walking-as-servants,0
1629,"The Seven Sins of Halloween","Pastor Anderson","2007-10-28 17:30:00",,8Gi7fL1KXEs,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.561145","2017-04-15 21:58:13.688953",the-seven-sins-of-halloween,0
1630,"Cast In All That You Have","Pastor Anderson","2007-10-21 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.581035","2017-04-15 21:58:13.704127",cast-in-all-that-you-have,0
1631,"Soul-Winning Helps - Part 1","Pastor Anderson","2007-10-14 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.605130","2017-04-15 21:58:13.719970",soul-winning-helps-part-1,0
1632,"Shake Off the Beast","Pastor Anderson","2007-10-07 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.624789","2017-04-15 21:58:13.736635",shake-off-the-beast,0
1633,"A 'Personal' Relationship with Jesus?","Pastor Anderson","2007-09-30 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.649232","2017-04-15 21:58:13.751623",a-personal-relationship-with-jesus,0
1634,"The Sabbath Day","Pastor Anderson","2007-09-23 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.681172","2017-04-15 21:58:13.767595",the-sabbath-day,0
1635,"Pottage and Popsicles","Pastor Anderson","2007-09-16 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.705509","2017-04-15 21:58:13.783572",pottage-and-popsicles,0
1636,"Animal Worship","Pastor Anderson","2007-09-09 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.725189","2017-04-15 21:58:13.800122",animal-worship,0
1637,"The Day of Christ","Pastor Anderson","2007-09-02 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.747215","2017-04-15 21:58:13.815934",the-day-of-christ,0
1638,"The Love of Money","Pastor Anderson","2007-08-26 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.770059","2017-04-15 21:58:13.832881",the-love-of-money,0
1639,Hope,"Pastor Anderson","2007-08-19 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.800149","2017-04-15 21:58:13.849353",hope,0
1640,"The Will of God","Pastor Anderson","2007-08-12 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.824978","2017-04-15 21:58:13.863654",the-will-of-god,0
1641,"The Measure of Your Love","Pastor Anderson","2007-08-05 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.849502","2017-04-15 21:58:13.879543",the-measure-of-your-love,0
1642,"Right and Wrong Music","Pastor Anderson","2007-07-29 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.875624","2017-04-15 21:58:13.895463",right-and-wrong-music,0
1643,"Why Tracts are Worthless","Pastor Anderson","2007-07-22 17:30:00",,,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.896577","2017-04-15 21:58:13.910919",why-tracts-are-worthless,0
1644,"Without The Camp","Pastor Anderson","2007-07-15 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.917974","2017-04-15 21:58:13.924526",without-the-camp,0
1645,Prayer,"Pastor Anderson","2007-07-08 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.948440","2017-04-15 21:58:13.940188",prayer,0
1646,"Having the Right Purpose","Pastor Anderson","2007-07-01 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:24.976708","2017-04-15 21:58:13.955598",having-the-right-purpose,0
1647,"Christian Growth","Pastor Anderson","2007-06-24 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.002349","2017-04-15 21:58:13.971555",christian-growth,0
1648,"The Importance of One Person","Pastor Anderson","2007-06-17 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.035264","2017-04-15 21:58:13.988356",the-importance-of-one-person,0
1649,ADHD,"Pastor Anderson","2007-06-10 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.069132","2017-04-15 21:58:14.005419",adhd,0
1650,"Seek Ye First","Pastor Anderson","2007-06-03 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.107073","2017-04-15 21:58:14.020813",seek-ye-first,0
1651,"Warring a Good Warfare","Pastor Anderson","2007-05-27 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.133957","2017-04-15 21:58:14.036270",warring-a-good-warfare,0
1652,Freedom,"Pastor Anderson","2007-05-20 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.161995","2017-04-15 21:58:14.068614",freedom,0
1653,"Being a Mother","Pastor Anderson","2007-05-13 17:30:00",,RV3rxZ9wqUk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.184871","2017-04-15 21:58:14.084416",being-a-mother,0
1654,Laziness,"Pastor Anderson","2007-05-06 17:30:00",,y__prKsxgUk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.212606","2017-04-15 21:58:14.101383",laziness-9795ff78-0269-4ccd-9da4-8dcfa7304795,0
1655,"Dumb Dogs That Can't Bark","Pastor Anderson","2007-04-29 17:30:00",,gmzr_eeLurU,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.239447","2017-04-15 21:58:14.119282",dumb-dogs-that-can-t-bark,0
1656,"Baptism and the Flood","Pastor Anderson","2007-04-22 17:30:00",,kzMI28ZuqXQ,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.268780","2017-04-15 21:58:14.134995",baptism-and-the-flood,0
1657,"Blessed are the Pure in Heart","Pastor Anderson","2007-04-16 17:30:00",,q0-u9xxhApU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.295561","2017-04-15 21:58:14.149129",blessed-are-the-pure-in-heart-36b0651e-20dc-49a9-bb6e-be846d921c2a,0
1658,"Standing Alone","Pastor Anderson","2007-04-15 17:30:00",,skARs1UM6j0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.327562","2017-04-15 21:58:14.163626",standing-alone,0
1659,"I am the Resurrection","Pastor Anderson","2007-04-08 17:30:00",,gz-ty__hRNc,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.351838","2017-04-15 21:58:14.180371",i-am-the-resurrection,0
1660,"Pure in Their Own Eyes","Pastor Anderson","2007-04-01 17:30:00",,P7Eck5nuyWM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.378957","2017-04-15 21:58:14.200425",pure-in-their-own-eyes,0
1661,"The Doctrine of Hell","Pastor Anderson","2007-03-25 17:30:00",,tBTXVWyOTW8,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.416549","2017-04-15 21:58:14.217892",the-doctrine-of-hell,0
1662,"Verbal Inspiration","Pastor Anderson","2007-03-18 17:30:00",,9tqg44x-XrU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.440361","2017-04-15 21:58:14.232420",verbal-inspiration,0
1663,"Being A Friend","Pastor Anderson","2007-03-11 17:30:00",,CUdWugL4ELM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.468509","2017-04-15 21:58:14.247865",being-a-friend,0
1664,"Everything Has a Price","Pastor Anderson","2007-03-04 17:30:00",,_tOcHrBvjo4,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.495244","2017-04-15 21:58:14.262962",everything-has-a-price,0
1665,"The Sin of Day Care","Pastor Anderson","2007-02-25 17:30:00",,-ghJlewA1h0,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.530575","2017-04-15 21:58:14.276716",the-sin-of-day-care,0
1666,"Become Another Man","Pastor Anderson","2007-02-18 17:30:00",,NnWjL3Jsd1I,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.556360","2017-04-15 21:58:14.291786",become-another-man,0
1667,"As it is in Heaven","Pastor Anderson","2007-02-11 17:30:00",,Mtryo-f75qE,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.586156","2017-04-15 21:58:14.307916",as-it-is-in-heaven,0
1668,"Seeing the Invisible","Pastor Anderson","2007-02-04 17:30:00",,yPrh5srUCzg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.611747","2017-04-15 21:58:14.325244",seeing-the-invisible,0
1669,"The Death Penalty","Pastor Anderson","2006-12-31 17:30:00",,F_lq32NsLlM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.640910","2017-04-15 21:58:14.341478",the-death-penalty,0
1670,"The Birth of Christ","Pastor Anderson","2006-12-24 17:30:00",,qSt-ati1IPM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.671039","2017-04-15 21:58:14.357572",the-birth-of-christ,0
1671,"Restoring the Old Paths","Pastor Anderson","2006-12-17 17:30:00",,KqtXT77-RsM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.704531","2017-04-15 21:58:14.372799",restoring-the-old-paths,0
1672,"Being Unmoveable","Pastor Anderson","2006-12-10 17:30:00",,pWEYN8lZBAo,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.733095","2017-04-15 21:58:14.425344",being-unmoveable,0
1673,"Race and Racism","Pastor Anderson","2006-12-03 17:30:00",,8iO7YIb4rKQ,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.768049","2017-04-15 21:58:14.440906",race-and-racism,0
1674,"Body Culture","Pastor Anderson","2006-11-26 17:30:00",,vLq5KuDWzgI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.788716","2017-04-15 21:58:14.459892",body-culture,0
1675,"We Build, We Fight, Can Do!","Pastor Anderson","2006-11-19 17:30:00",,FBGko3xE8AI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.811996","2017-04-15 21:58:14.477748",we-build-we-fight-can-do,0
1676,Gideon,"Pastor Anderson","2006-11-12 17:30:00",,eS9OpPxip_Q,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.833033","2017-04-15 21:58:14.492730",gideon,0
1677,"Contentment vs. Covetousness","Pastor Anderson","2006-11-05 17:30:00",,CxD5oWamEu0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.858155","2017-04-15 21:58:14.508179",contentment-vs-covetousness,0
1678,"The Cup of Devils","Pastor Anderson","2006-10-29 17:30:00",,o_Djxzscx6U,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.883214","2017-04-15 21:58:14.524682",the-cup-of-devils,0
1679,"The Priesthood of the Believer","Pastor Anderson","2006-10-22 17:30:00",,99eE6tF7nmc,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.914711","2017-04-15 21:58:14.540568",the-priesthood-of-the-believer,0
1680,"The Spirit of Fear","Pastor Anderson","2006-10-15 17:30:00",,Me0XPijgYzI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.934227","2017-04-15 21:58:14.556650",the-spirit-of-fear,0
1681,"Bringing Forth Much Fruit","Pastor Anderson","2006-10-08 17:30:00",,tBcgE0KAxtU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:25.966003","2017-04-15 21:58:14.572978",bringing-forth-much-fruit,0
1682,"Sanctify yourself","Pastor Anderson","2006-10-01 17:30:00",,DjQFcVCQo6Q,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.005091","2017-04-15 21:58:14.593878",sanctify-yourself,0
1683,"Higher Ground!","Pastor Anderson","2006-09-24 17:30:00",,yy4qrrJ7UCw,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.036489","2017-04-15 21:58:14.614316",higher-ground,0
1684,"The Reset Button","Pastor Anderson","2006-09-17 17:30:00",,YIIAur2-Sy4,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.063027","2017-04-15 21:58:14.635848",the-reset-button,0
1685,"Soul-Winning vs. Evangelism","Pastor Anderson","2006-09-10 17:30:00",,WNrzffShWWc,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.090178","2017-04-15 21:58:14.653728",soul-winning-vs-evangelism,0
1686,"Power with God","Pastor Anderson","2006-09-03 17:30:00",,kZYmtD6BZ1g,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.116631","2017-04-15 21:58:14.672378",power-with-god,0
1687,"Love the Brotherhood","Pastor Anderson","2006-08-27 17:30:00",,9c5hfyiRC1I,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.138167","2017-04-15 21:58:14.690101",love-the-brotherhood,0
1688,"How to Manage your Money","Pastor Anderson","2006-08-20 17:30:00",,SHhVP2K3pe8,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.168484","2017-04-15 21:58:14.708506",how-to-manage-your-money,0
1689,"Prosperity Preaching","Pastor Anderson","2006-08-13 17:30:00",20060813A_ProsperityPreaching.mp3,pq48A8p27-s,"",f,"Faithful Word Baptist Church","",Preaching,"2017-04-14 00:59:26.194919","2017-04-15 21:58:14.725760",prosperity-preaching,0
1690,"I'd Rather Burn than Bow","Pastor Anderson","2006-08-06 17:30:00",,S_7K3UOXY2M,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.221473","2017-04-15 21:58:14.744092",i-d-rather-burn-than-bow,0
1691,"Are you hungry?","Pastor Anderson","2006-07-30 17:30:00",,2UAT7w60Jtg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.245901","2017-04-15 21:58:14.762558",are-you-hungry,0
1692,"The Seven Sins of IVF","Pastor Anderson","2006-07-23 17:30:00",,SBAOLStqrng,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.271457","2017-04-15 21:58:14.780953",the-seven-sins-of-ivf,0
1693,Joseph,"Pastor Anderson","2006-07-16 17:30:00",,LPRb5XmvHXM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.294035","2017-04-15 21:58:14.796880",joseph,0
1694,"Living in a Dream World","Pastor Anderson","2006-07-09 17:30:00",,_n3Pz1FxY6w,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.321078","2017-04-15 21:58:14.816668",living-in-a-dream-world,0
1695,"Bad Influences","Pastor Anderson","2006-07-02 17:30:00",,ZAbNMcNPDEY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.358769","2017-04-15 21:58:14.832660",bad-influences,0
1696,"Striving Lawfully","Pastor Anderson","2006-06-25 17:30:00",,A-WLE9dEZJA,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.382426","2017-04-15 21:58:14.847657",striving-lawfully,0
1697,"What is Christianity?","Pastor Anderson","2006-06-18 17:30:00",,GsxFZmgOr-8,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:26.423702","2017-04-15 21:58:14.864058",what-is-christianity,0
